,Discrimination,Difficulty
1,0.36775602745204905,1.465648768921554
2,1.6241742634326755,-0.22577630048653566
3,0.24164622299156457,0.06752820468792384
4,1.975085179540983,-1.4247481862134568
5,1.5672650616636492,-0.5443827245251827
6,0.4775597949149275,0.11092258970986608
7,0.11049202253484457,-1.1509935774223028
8,1.6493767140641848,0.37569801834567196
9,1.4430289533104725,-0.600638689918805
10,1.485113619277876,-0.2916937497932768
11,1.565413658703297,-0.6017066122293969
12,0.2406848382947717,1.8522781845089378
13,0.7810848842341179,-0.013497224737933921
14,0.3201512130977464,-1.0577109289559004
15,1.7398965091636278,0.822544912103189
16,1.28426644097236,-1.2208436499710222
17,0.7287062472200334,0.2088635950047554
18,0.2207608655434449,-1.9596701238797756
19,0.6908664112597581,-1.3281860488984305
20,0.7178483118508193,0.19686123586912352
21,1.4862517388423218,0.7384665799954104
22,1.3113591955749049,0.1713682811899705
23,1.7857042108950205,-0.11564828238824053
24,0.9972083578077036,-0.3011036955892888
25,0.32722906728277323,-1.4785219903674274
26,1.4551650957236906,-0.7198442083947086
27,1.545491592372105,-0.4606387709597875
28,1.166426675382043,1.0571222262189157
29,1.5648376419136658,0.3436182895684614
30,1.0382116330923423,-1.763040155362734
